--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2/Train-Labeled
val_data_root: ./data/Task2/Validation

Using device: cuda
Epoch 1/200 | Train Loss: 0.995842 | Val Loss: 6.977226 | Time: 103.04s
Epoch 21/200 | Train Loss: 0.965669 | Val Loss: 3.456011 | Time: 1992.22s
Epoch 22/200 | Train Loss: 0.970412 | Val Loss: 3.461161 | Time: 2088.33s
Epoch 23/200 | Train Loss: 0.964081 | Val Loss: 3.429199 | Time: 2180.23s
Epoch 24/200 | Train Loss: 0.966536 | Val Loss: 3.432417 | Time: 2272.96s
Epoch 25/200 | Train Loss: 0.972895 | Val Loss: 3.417588 | Time: 2362.37s
Epoch 26/200 | Train Loss: 0.969117 | Val Loss: 3.471902 | Time: 2454.79s
Epoch 27/200 | Train Loss: 0.972245 | Val Loss: 3.401872 | Time: 2550.34s
Epoch 28/200 | Train Loss: 0.979591 | Val Loss: 3.453818 | Time: 2652.22s
Epoch 29/200 | Train Loss: 0.975503 | Val Loss: 3.464187 | Time: 2747.62s
Epoch 30/200 | Train Loss: 0.965440 | Val Loss: 3.447743 | Time: 2842.98s
Epoch 31/200 | Train Loss: 0.971984 | Val Loss: 3.465752 | Time: 2936.76s
Epoch 32/200 | Train Loss: 0.978304 | Val Loss: 3.445225 | Time: 3030.37s
Epoch 33/200 | Train Loss: 0.972167 | Val Loss: 3.478640 | Time: 3124.69s
Epoch 34/200 | Train Loss: 0.973863 | Val Loss: 3.489891 | Time: 3218.42s
Epoch 35/200 | Train Loss: 0.972504 | Val Loss: 3.463192 | Time: 3315.30s
Epoch 36/200 | Train Loss: 0.965285 | Val Loss: 3.484684 | Time: 3412.70s
Epoch 37/200 | Train Loss: 0.967147 | Val Loss: 3.424658 | Time: 3512.46s
Epoch 38/200 | Train Loss: 0.972626 | Val Loss: 3.449758 | Time: 3610.21s
Epoch 39/200 | Train Loss: 0.970895 | Val Loss: 3.444724 | Time: 3709.49s
Epoch 40/200 | Train Loss: 0.964273 | Val Loss: 3.393203 | Time: 3805.93s
Epoch 41/200 | Train Loss: 0.977604 | Val Loss: 3.466087 | Time: 3901.25s
Epoch 42/200 | Train Loss: 0.985021 | Val Loss: 3.454468 | Time: 3998.04s
Epoch 43/200 | Train Loss: 0.963332 | Val Loss: 3.417176 | Time: 4094.50s
Epoch 44/200 | Train Loss: 0.954332 | Val Loss: 3.471612 | Time: 4193.57s
Epoch 45/200 | Train Loss: 0.978075 | Val Loss: 3.435972 | Time: 4291.15s
Epoch 46/200 | Train Loss: 0.971119 | Val Loss: 3.503437 | Time: 4385.78s
Epoch 47/200 | Train Loss: 0.966460 | Val Loss: 3.439115 | Time: 4487.62s
Epoch 48/200 | Train Loss: 0.964784 | Val Loss: 3.436139 | Time: 4586.58s
Epoch 49/200 | Train Loss: 0.983709 | Val Loss: 3.459716 | Time: 4683.48s
Epoch 50/200 | Train Loss: 0.977104 | Val Loss: 3.431913 | Time: 4780.36s
Epoch 51/200 | Train Loss: 0.975776 | Val Loss: 3.396770 | Time: 4875.67s
Epoch 52/200 | Train Loss: 0.968993 | Val Loss: 3.467610 | Time: 4976.54s
Epoch 53/200 | Train Loss: 0.968051 | Val Loss: 3.419009 | Time: 5079.91s
Epoch 54/200 | Train Loss: 0.960841 | Val Loss: 3.411420 | Time: 5178.77s
Epoch 55/200 | Train Loss: 0.959052 | Val Loss: 3.450536 | Time: 5270.00s
Epoch 56/200 | Train Loss: 0.971324 | Val Loss: 3.465979 | Time: 5358.81s
Epoch 57/200 | Train Loss: 0.977957 | Val Loss: 3.403336 | Time: 5453.44s
Epoch 58/200 | Train Loss: 0.971768 | Val Loss: 3.471143 | Time: 5550.50s
Epoch 59/200 | Train Loss: 0.957834 | Val Loss: 3.429404 | Time: 5646.25s
Epoch 60/200 | Train Loss: 0.964765 | Val Loss: 3.432473 | Time: 5746.81s
Epoch 61/200 | Train Loss: 0.980139 | Val Loss: 3.452977 | Time: 5848.78s
Epoch 62/200 | Train Loss: 0.972542 | Val Loss: 3.399202 | Time: 5946.89s
Epoch 63/200 | Train Loss: 0.961916 | Val Loss: 3.440364 | Time: 6050.45s
Epoch 64/200 | Train Loss: 0.973897 | Val Loss: 3.419671 | Time: 6152.92s
Epoch 65/200 | Train Loss: 0.971834 | Val Loss: 3.445226 | Time: 6254.81s
Epoch 66/200 | Train Loss: 0.967505 | Val Loss: 3.427211 | Time: 6358.28s
Epoch 67/200 | Train Loss: 0.969330 | Val Loss: 3.476598 | Time: 6456.52s
Epoch 68/200 | Train Loss: 0.970011 | Val Loss: 3.461225 | Time: 6560.03s
Epoch 69/200 | Train Loss: 0.975004 | Val Loss: 3.453309 | Time: 6656.16s
Epoch 70/200 | Train Loss: 0.973222 | Val Loss: 3.459319 | Time: 6752.22s
Epoch 71/200 | Train Loss: 0.969000 | Val Loss: 3.432200 | Time: 6847.80s
Epoch 72/200 | Train Loss: 0.970434 | Val Loss: 3.474190 | Time: 6944.68s
Epoch 73/200 | Train Loss: 0.970353 | Val Loss: 3.415203 | Time: 7043.63s
Epoch 74/200 | Train Loss: 0.964696 | Val Loss: 3.430367 | Time: 7143.44s
Epoch 75/200 | Train Loss: 0.974363 | Val Loss: 3.451845 | Time: 7244.04s
Epoch 76/200 | Train Loss: 0.981028 | Val Loss: 3.475997 | Time: 7341.80s
Epoch 77/200 | Train Loss: 0.991152 | Val Loss: 3.478717 | Time: 7440.99s
Epoch 78/200 | Train Loss: 0.972449 | Val Loss: 3.431740 | Time: 7537.81s
Epoch 79/200 | Train Loss: 0.968973 | Val Loss: 3.469660 | Time: 7635.86s
Epoch 80/200 | Train Loss: 0.971109 | Val Loss: 3.477039 | Time: 7733.51s
Epoch 81/200 | Train Loss: 0.981014 | Val Loss: 3.488620 | Time: 7831.13s
Epoch 82/200 | Train Loss: 0.959350 | Val Loss: 3.515991 | Time: 7930.10s
Epoch 83/200 | Train Loss: 0.965553 | Val Loss: 3.429247 | Time: 8032.09s
Epoch 84/200 | Train Loss: 0.981700 | Val Loss: 3.472608 | Time: 8134.46s
Epoch 85/200 | Train Loss: 0.974471 | Val Loss: 3.440275 | Time: 8230.15s
Epoch 86/200 | Train Loss: 0.964404 | Val Loss: 3.399577 | Time: 8331.64s
Epoch 87/200 | Train Loss: 0.968641 | Val Loss: 3.432505 | Time: 8428.70s
Epoch 88/200 | Train Loss: 0.964857 | Val Loss: 3.440948 | Time: 8526.04s
Epoch 89/200 | Train Loss: 0.964323 | Val Loss: 3.470587 | Time: 8620.98s
Epoch 90/200 | Train Loss: 0.964331 | Val Loss: 3.431311 | Time: 8719.78s
Epoch 91/200 | Train Loss: 0.961486 | Val Loss: 3.419716 | Time: 8816.19s
Epoch 92/200 | Train Loss: 0.965281 | Val Loss: 3.509323 | Time: 8917.09s
Epoch 93/200 | Train Loss: 0.957622 | Val Loss: 3.438813 | Time: 9015.69s
Epoch 94/200 | Train Loss: 0.962273 | Val Loss: 3.457518 | Time: 9113.50s
Epoch 95/200 | Train Loss: 0.961902 | Val Loss: 3.412533 | Time: 9212.03s
Epoch 96/200 | Train Loss: 0.958672 | Val Loss: 3.409860 | Time: 9312.71s
Epoch 97/200 | Train Loss: 0.964576 | Val Loss: 3.447189 | Time: 9408.36s
Epoch 98/200 | Train Loss: 0.974919 | Val Loss: 3.422924 | Time: 9505.54s
Epoch 99/200 | Train Loss: 0.954834 | Val Loss: 3.475540 | Time: 9603.63s
Epoch 100/200 | Train Loss: 0.969357 | Val Loss: 3.443415 | Time: 9698.94s
Epoch 101/200 | Train Loss: 0.964555 | Val Loss: 3.481750 | Time: 9797.73s
Epoch 102/200 | Train Loss: 0.954078 | Val Loss: 3.469995 | Time: 9893.96s
Epoch 103/200 | Train Loss: 0.968955 | Val Loss: 3.439616 | Time: 9985.30s
Epoch 104/200 | Train Loss: 0.961517 | Val Loss: 3.441275 | Time: 10077.73s
Epoch 105/200 | Train Loss: 0.974353 | Val Loss: 3.532763 | Time: 10169.77s
Epoch 106/200 | Train Loss: 0.960852 | Val Loss: 3.439143 | Time: 10265.19s
Epoch 107/200 | Train Loss: 0.965113 | Val Loss: 3.478101 | Time: 10364.85s
Epoch 108/200 | Train Loss: 0.964088 | Val Loss: 3.500450 | Time: 10461.38s
Epoch 109/200 | Train Loss: 0.967562 | Val Loss: 3.457868 | Time: 10560.85s
Epoch 110/200 | Train Loss: 0.971249 | Val Loss: 3.526934 | Time: 10656.77s
Epoch 111/200 | Train Loss: 0.955862 | Val Loss: 3.484904 | Time: 10755.42s
Epoch 112/200 | Train Loss: 0.960320 | Val Loss: 3.439760 | Time: 10855.18s
Epoch 113/200 | Train Loss: 0.961733 | Val Loss: 3.455218 | Time: 10954.33s
Epoch 114/200 | Train Loss: 0.964252 | Val Loss: 3.418865 | Time: 11054.34s
Epoch 115/200 | Train Loss: 0.964349 | Val Loss: 3.475809 | Time: 11152.22s
Epoch 116/200 | Train Loss: 0.956054 | Val Loss: 3.485629 | Time: 11251.04s
Epoch 117/200 | Train Loss: 0.945056 | Val Loss: 3.504977 | Time: 11350.46s
Epoch 118/200 | Train Loss: 0.956742 | Val Loss: 3.476309 | Time: 11452.06s
Epoch 119/200 | Train Loss: 0.949930 | Val Loss: 3.515404 | Time: 11549.85s
Epoch 120/200 | Train Loss: 0.942714 | Val Loss: 3.549202 | Time: 11649.38s
Epoch 121/200 | Train Loss: 0.942810 | Val Loss: 3.488116 | Time: 11743.98s
Epoch 122/200 | Train Loss: 0.934091 | Val Loss: 3.510059 | Time: 11838.22s
Epoch 123/200 | Train Loss: 0.933086 | Val Loss: 3.527833 | Time: 11932.22s
Epoch 124/200 | Train Loss: 0.918118 | Val Loss: 3.495578 | Time: 12030.24s
Epoch 125/200 | Train Loss: 0.907419 | Val Loss: 3.500064 | Time: 12129.19s
Epoch 126/200 | Train Loss: 0.889594 | Val Loss: 3.472620 | Time: 12224.91s
Epoch 127/200 | Train Loss: 0.869588 | Val Loss: 3.601011 | Time: 12324.29s
Epoch 128/200 | Train Loss: 0.851510 | Val Loss: 3.429418 | Time: 12423.30s
Epoch 129/200 | Train Loss: 0.815954 | Val Loss: 3.526136 | Time: 12524.73s
Epoch 130/200 | Train Loss: 0.817477 | Val Loss: 3.380607 | Time: 12625.82s
  -> New best model saved with validation loss: 3.380607
Epoch 131/200 | Train Loss: 0.780353 | Val Loss: 3.401809 | Time: 12725.48s
Epoch 132/200 | Train Loss: 0.769163 | Val Loss: 3.367975 | Time: 12827.98s
  -> New best model saved with validation loss: 3.367975
Epoch 133/200 | Train Loss: 0.785744 | Val Loss: 3.462291 | Time: 12926.15s
Epoch 134/200 | Train Loss: 0.764664 | Val Loss: 3.433262 | Time: 13022.90s
Epoch 135/200 | Train Loss: 0.701139 | Val Loss: 3.456832 | Time: 13124.21s
Epoch 136/200 | Train Loss: 0.739088 | Val Loss: 3.423585 | Time: 13225.98s
Epoch 137/200 | Train Loss: 0.726302 | Val Loss: 3.485475 | Time: 13326.33s
Epoch 138/200 | Train Loss: 0.698438 | Val Loss: 3.442792 | Time: 13426.49s
Epoch 139/200 | Train Loss: 0.670676 | Val Loss: 3.422583 | Time: 13527.08s
Epoch 140/200 | Train Loss: 0.679031 | Val Loss: 3.482867 | Time: 13625.30s
Epoch 141/200 | Train Loss: 0.656603 | Val Loss: 3.511204 | Time: 13728.16s
Epoch 142/200 | Train Loss: 0.655186 | Val Loss: 3.431236 | Time: 13828.74s
Epoch 143/200 | Train Loss: 0.605932 | Val Loss: 3.473976 | Time: 13928.08s
Epoch 144/200 | Train Loss: 0.611379 | Val Loss: 3.449576 | Time: 14026.72s
Epoch 145/200 | Train Loss: 0.604750 | Val Loss: 3.523159 | Time: 14127.83s
Epoch 146/200 | Train Loss: 0.593073 | Val Loss: 3.510971 | Time: 14226.94s
Epoch 147/200 | Train Loss: 0.587598 | Val Loss: 3.519840 | Time: 14330.60s
Epoch 148/200 | Train Loss: 0.571465 | Val Loss: 3.497210 | Time: 14432.80s
Epoch 149/200 | Train Loss: 0.580271 | Val Loss: 3.584078 | Time: 14534.11s
Epoch 150/200 | Train Loss: 0.574200 | Val Loss: 3.490721 | Time: 14636.30s
Epoch 151/200 | Train Loss: 0.589049 | Val Loss: 3.520439 | Time: 14734.87s
Epoch 152/200 | Train Loss: 0.607009 | Val Loss: 3.434978 | Time: 14836.96s
Epoch 153/200 | Train Loss: 0.586996 | Val Loss: 3.408583 | Time: 14938.36s
Epoch 154/200 | Train Loss: 0.574798 | Val Loss: 3.503692 | Time: 15039.26s
Epoch 155/200 | Train Loss: 0.606493 | Val Loss: 3.479757 | Time: 15143.91s
Epoch 156/200 | Train Loss: 0.698585 | Val Loss: 3.539929 | Time: 15244.23s
Epoch 157/200 | Train Loss: 0.602822 | Val Loss: 3.498742 | Time: 15343.19s
Epoch 158/200 | Train Loss: 0.582989 | Val Loss: 3.457809 | Time: 15436.36s
Epoch 159/200 | Train Loss: 0.580099 | Val Loss: 3.522221 | Time: 15530.16s
Epoch 160/200 | Train Loss: 0.652684 | Val Loss: 3.491559 | Time: 15627.71s
Epoch 161/200 | Train Loss: 0.584446 | Val Loss: 3.504630 | Time: 15727.04s
Epoch 162/200 | Train Loss: 0.584384 | Val Loss: 3.404388 | Time: 15822.52s
Epoch 163/200 | Train Loss: 0.581797 | Val Loss: 3.567775 | Time: 15920.10s
Epoch 164/200 | Train Loss: 0.559470 | Val Loss: 3.621357 | Time: 16016.73s
Epoch 165/200 | Train Loss: 0.571209 | Val Loss: 3.438973 | Time: 16112.84s
Epoch 166/200 | Train Loss: 0.576579 | Val Loss: 3.492647 | Time: 16211.76s
Epoch 167/200 | Train Loss: 0.570747 | Val Loss: 3.364901 | Time: 16309.40s
  -> New best model saved with validation loss: 3.364901
Epoch 168/200 | Train Loss: 0.574245 | Val Loss: 3.540244 | Time: 16407.38s
Epoch 169/200 | Train Loss: 0.550085 | Val Loss: 3.460293 | Time: 16505.62s
Epoch 170/200 | Train Loss: 0.559270 | Val Loss: 3.507353 | Time: 16600.35s
Epoch 171/200 | Train Loss: 0.549379 | Val Loss: 3.404338 | Time: 16695.52s
Epoch 172/200 | Train Loss: 0.564350 | Val Loss: 3.469032 | Time: 16788.86s
Epoch 173/200 | Train Loss: 0.552208 | Val Loss: 3.443843 | Time: 16885.00s
Epoch 174/200 | Train Loss: 0.556243 | Val Loss: 3.568721 | Time: 16979.16s
Epoch 175/200 | Train Loss: 0.603580 | Val Loss: 3.486760 | Time: 17074.30s
Epoch 176/200 | Train Loss: 0.557617 | Val Loss: 3.439946 | Time: 17170.11s
Epoch 177/200 | Train Loss: 0.551115 | Val Loss: 3.368351 | Time: 17265.65s
Epoch 178/200 | Train Loss: 0.554207 | Val Loss: 3.568304 | Time: 17361.04s
Epoch 179/200 | Train Loss: 0.549873 | Val Loss: 3.351771 | Time: 17455.64s
  -> New best model saved with validation loss: 3.351771
Epoch 180/200 | Train Loss: 0.552676 | Val Loss: 3.499880 | Time: 17552.85s
Epoch 181/200 | Train Loss: 0.553444 | Val Loss: 3.539382 | Time: 17647.55s
Epoch 182/200 | Train Loss: 0.556247 | Val Loss: 3.393776 | Time: 17740.85s
Epoch 183/200 | Train Loss: 0.563881 | Val Loss: 3.535559 | Time: 17837.05s
Epoch 184/200 | Train Loss: 0.615911 | Val Loss: 3.450741 | Time: 17930.21s
Epoch 185/200 | Train Loss: 0.650731 | Val Loss: 3.474944 | Time: 18025.85s
Epoch 186/200 | Train Loss: 0.712483 | Val Loss: 3.610966 | Time: 18128.66s
Epoch 187/200 | Train Loss: 0.566310 | Val Loss: 3.533681 | Time: 18225.88s
Epoch 188/200 | Train Loss: 0.563254 | Val Loss: 3.582043 | Time: 18320.64s
Epoch 189/200 | Train Loss: 0.544561 | Val Loss: 3.561655 | Time: 18420.05s
Epoch 190/200 | Train Loss: 0.561561 | Val Loss: 3.476638 | Time: 18514.79s
Epoch 191/200 | Train Loss: 0.547745 | Val Loss: 3.567457 | Time: 18609.15s
Epoch 192/200 | Train Loss: 0.552664 | Val Loss: 3.373233 | Time: 18708.57s
Epoch 193/200 | Train Loss: 0.552213 | Val Loss: 3.432913 | Time: 18803.99s
Epoch 194/200 | Train Loss: 0.540719 | Val Loss: 3.581123 | Time: 18895.93s
Epoch 195/200 | Train Loss: 0.551889 | Val Loss: 3.507108 | Time: 18992.85s
Epoch 196/200 | Train Loss: 0.576762 | Val Loss: 3.521213 | Time: 19089.12s
Epoch 197/200 | Train Loss: 0.545991 | Val Loss: 3.546555 | Time: 19187.72s
Epoch 198/200 | Train Loss: 0.545352 | Val Loss: 3.481286 | Time: 19283.89s
Epoch 199/200 | Train Loss: 0.544096 | Val Loss: 3.523466 | Time: 19384.08s
Epoch 200/200 | Train Loss: 0.546872 | Val Loss: 3.493333 | Time: 19480.64s
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2/Train-Labeled
val_data_root: ./data/Task2/Validation

Using device: cuda
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2/Train-Labeled
val_data_root: ./data/Task2/Validation

Using device: cuda
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2/Train-Labeled
val_data_root: ./data/Task2/Validation

Using device: cuda
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2/Train-Labeled
val_data_root: ./data/Task2/Validation

Using device: cuda
--- 实验开始: lower_jaw_registration_v1 ---
配置文件:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2/Train-Labeled
val_data_root: ./data/Task2/Validation

使用设备: cuda
--- 实验开始: lower_jaw_registration_v1 ---
配置文件:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2/Train-Labeled
val_data_root: ./data/Task2/Validation

使用设备: cuda
Epoch 1/200 | 训练损失: 1.075813 | 验证损失: 0.076866 | Epoch用时: 88.50s | 总用时: 88.50s
  -> 保存新最佳模型，验证损失: 0.076866
Epoch 2/200 | 训练损失: 1.066378 | 验证损失: 0.074746 | Epoch用时: 93.09s | 总用时: 181.61s
  -> 保存新最佳模型，验证损失: 0.074746
--- 实验开始: lower_jaw_registration_v1 ---
配置文件:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2/Train-Labeled
val_data_root: ./data/Task2/Validation

使用设备: cuda
Epoch 1/200 | Train Loss: 1.078763 | Val Loss: 0.078720 | Time: 87.19s
  -> 保存新最佳模型，验证损失: 0.078720
Epoch 2/200 | Train Loss: 1.060231 | Val Loss: 0.088420 | Time: 88.01s
Epoch 3/200 | Train Loss: 1.051563 | Val Loss: 0.081877 | Time: 86.67s
Epoch 4/200 | Train Loss: 1.036279 | Val Loss: 0.084874 | Time: 87.69s
Epoch 5/200 | Train Loss: 1.037019 | Val Loss: 0.084083 | Time: 92.46s
Epoch 6/200 | Train Loss: 1.032664 | Val Loss: 0.082251 | Time: 89.09s
Epoch 7/200 | Train Loss: 1.026148 | Val Loss: 0.083888 | Time: 84.01s
--- 实验开始: lower_jaw_registration_v1 ---
配置文件:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2/Train-Labeled
val_data_root: ./data/Task2/Validation

使用设备: cuda
--- 实验开始: lower_jaw_registration_v1 ---
配置文件:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2/Train-Labeled
val_data_root: ./data/Task2/Validation

使用设备: cuda
Epoch 1/200 | Train Loss: 1.068922 | Val Loss: 0.075795 | Time: 94.55s | Total Time: 94.55s
  -> 保存新最佳模型，验证损失: 0.075795
Epoch 2/200 | Train Loss: 1.037563 | Val Loss: 0.082182 | Time: 92.18s | Total Time: 186.74s
Epoch 3/200 | Train Loss: 1.039097 | Val Loss: 0.066634 | Time: 101.47s | Total Time: 288.22s
  -> 保存新最佳模型，验证损失: 0.066634
Epoch 4/200 | Train Loss: 1.046166 | Val Loss: 0.078279 | Time: 93.66s | Total Time: 381.88s
Epoch 5/200 | Train Loss: 1.031440 | Val Loss: 0.081856 | Time: 94.97s | Total Time: 476.86s
Epoch 6/200 | Train Loss: 1.038704 | Val Loss: 0.084799 | Time: 98.36s | Total Time: 575.22s
Epoch 7/200 | Train Loss: 1.037926 | Val Loss: 0.082761 | Time: 95.01s | Total Time: 670.23s
Epoch 8/200 | Train Loss: 1.034942 | Val Loss: 0.084661 | Time: 109.74s | Total Time: 779.97s
Epoch 9/200 | Train Loss: 1.038160 | Val Loss: 0.082046 | Time: 103.26s | Total Time: 883.23s
Epoch 10/200 | Train Loss: 1.022434 | Val Loss: 0.083260 | Time: 98.36s | Total Time: 981.59s
Epoch 11/200 | Train Loss: 1.028886 | Val Loss: 0.082562 | Time: 98.68s | Total Time: 1080.28s
Epoch 12/200 | Train Loss: 1.027922 | Val Loss: 0.083885 | Time: 100.66s | Total Time: 1180.95s
Epoch 13/200 | Train Loss: 1.014942 | Val Loss: 0.081520 | Time: 98.91s | Total Time: 1279.86s
Epoch 14/200 | Train Loss: 1.014980 | Val Loss: 0.082429 | Time: 97.11s | Total Time: 1376.98s
Epoch 15/200 | Train Loss: 1.003561 | Val Loss: 0.082092 | Time: 96.44s | Total Time: 1473.42s
Epoch 16/200 | Train Loss: 1.017248 | Val Loss: 0.080436 | Time: 95.93s | Total Time: 1569.36s
Epoch 17/200 | Train Loss: 0.993417 | Val Loss: 0.083048 | Time: 99.09s | Total Time: 1668.46s
Epoch 18/200 | Train Loss: 0.999986 | Val Loss: 0.082292 | Time: 95.68s | Total Time: 1764.14s
Epoch 19/200 | Train Loss: 0.993309 | Val Loss: 0.082354 | Time: 98.49s | Total Time: 1862.63s
Epoch 20/200 | Train Loss: 1.003753 | Val Loss: 0.080043 | Time: 98.16s | Total Time: 1960.80s
Epoch 21/200 | Train Loss: 0.996431 | Val Loss: 0.081349 | Time: 98.21s | Total Time: 2059.01s
Epoch 22/200 | Train Loss: 0.988805 | Val Loss: 0.081515 | Time: 93.76s | Total Time: 2152.78s
Epoch 23/200 | Train Loss: 0.984678 | Val Loss: 0.081541 | Time: 99.70s | Total Time: 2252.47s
Epoch 24/200 | Train Loss: 0.973036 | Val Loss: 0.082096 | Time: 99.19s | Total Time: 2351.66s
Epoch 25/200 | Train Loss: 0.950542 | Val Loss: 0.082881 | Time: 99.02s | Total Time: 2450.68s
Epoch 26/200 | Train Loss: 0.943844 | Val Loss: 0.086153 | Time: 98.24s | Total Time: 2548.93s
Epoch 27/200 | Train Loss: 0.923980 | Val Loss: 0.087549 | Time: 99.71s | Total Time: 2648.64s
Epoch 28/200 | Train Loss: 0.905838 | Val Loss: 0.092391 | Time: 101.32s | Total Time: 2749.96s
Epoch 29/200 | Train Loss: 0.875205 | Val Loss: 0.102671 | Time: 94.23s | Total Time: 2844.20s
Epoch 30/200 | Train Loss: 0.841541 | Val Loss: 0.112915 | Time: 98.08s | Total Time: 2942.28s
Epoch 31/200 | Train Loss: 0.830614 | Val Loss: 0.124868 | Time: 98.46s | Total Time: 3040.75s
Epoch 32/200 | Train Loss: 0.814119 | Val Loss: 0.129986 | Time: 101.45s | Total Time: 3142.20s
Epoch 33/200 | Train Loss: 0.829869 | Val Loss: 0.140211 | Time: 103.92s | Total Time: 3246.12s
Epoch 34/200 | Train Loss: 0.804780 | Val Loss: 0.146946 | Time: 99.10s | Total Time: 3345.22s
Epoch 35/200 | Train Loss: 0.799831 | Val Loss: 0.149486 | Time: 99.13s | Total Time: 3444.36s
Epoch 36/200 | Train Loss: 0.795344 | Val Loss: 0.155772 | Time: 96.70s | Total Time: 3541.06s
Epoch 37/200 | Train Loss: 0.801131 | Val Loss: 0.157954 | Time: 99.25s | Total Time: 3640.31s
Epoch 38/200 | Train Loss: 0.800071 | Val Loss: 0.158255 | Time: 97.03s | Total Time: 3737.35s
Epoch 39/200 | Train Loss: 0.791445 | Val Loss: 0.161285 | Time: 97.18s | Total Time: 3834.54s
Epoch 40/200 | Train Loss: 0.787567 | Val Loss: 0.161200 | Time: 99.68s | Total Time: 3934.22s
Epoch 41/200 | Train Loss: 0.781861 | Val Loss: 0.162928 | Time: 98.01s | Total Time: 4032.24s
Epoch 42/200 | Train Loss: 0.793173 | Val Loss: 0.165106 | Time: 104.94s | Total Time: 4137.18s
Epoch 43/200 | Train Loss: 0.777417 | Val Loss: 0.168444 | Time: 105.08s | Total Time: 4242.26s
Epoch 44/200 | Train Loss: 0.765611 | Val Loss: 0.168886 | Time: 98.02s | Total Time: 4340.28s
Epoch 45/200 | Train Loss: 0.775408 | Val Loss: 0.169115 | Time: 96.88s | Total Time: 4437.17s
Epoch 46/200 | Train Loss: 0.786968 | Val Loss: 0.172008 | Time: 101.32s | Total Time: 4538.49s
Epoch 47/200 | Train Loss: 0.776111 | Val Loss: 0.172968 | Time: 101.83s | Total Time: 4640.33s
Epoch 48/200 | Train Loss: 0.794389 | Val Loss: 0.162570 | Time: 102.70s | Total Time: 4743.03s
Epoch 49/200 | Train Loss: 0.767299 | Val Loss: 0.173780 | Time: 103.10s | Total Time: 4846.13s
Epoch 50/200 | Train Loss: 0.772056 | Val Loss: 0.176630 | Time: 99.58s | Total Time: 4945.71s
Epoch 51/200 | Train Loss: 0.758010 | Val Loss: 0.178802 | Time: 101.48s | Total Time: 5047.20s
Epoch 52/200 | Train Loss: 0.754885 | Val Loss: 0.177604 | Time: 101.22s | Total Time: 5148.42s
Epoch 53/200 | Train Loss: 0.766128 | Val Loss: 0.177062 | Time: 104.26s | Total Time: 5252.69s
Epoch 54/200 | Train Loss: 0.745828 | Val Loss: 0.180268 | Time: 103.92s | Total Time: 5356.61s
Epoch 55/200 | Train Loss: 0.747892 | Val Loss: 0.180759 | Time: 100.09s | Total Time: 5456.71s
